NO;UNIT NAME;MAKER/PRODUCT;UNIT TYPE;UNIT CODE NUMBER;UNIT SERIAL NUMBER;ENGINE MODEL;ENGINE MNEMONIC;ENGINE SERIAL NUMBER
454;DT;KOMATSU;HD785-7;DT5721;34784;SAA12V140E-3;KOMATSU;515908
455;DT;KOMATSU;HD785-7;DT5723;34791;SAA12V140E-3;KOMATSU;515931
456;DT;KOMATSU;HD785-7;DT5724;34793;SAA12V140E-3;KOMATSU;515936
457;DT;KOMATSU;HD785-7;DT5727;J31184;SAA12V140E-3;KOMATSU;515615
458;DT;KOMATSU;HD785-7;DT5733;J31210;SAA12V140E-3;KOMATSU;515635
459;DT;KOMATSU;HD785-7;DT5734;J31211;SAA12V140E-3;KOMATSU;515743
460;DT;KOMATSU;HD785-7;DT5735;J31212;SAA12V140E-3;KOMATSU;515717
461;DT;KOMATSU;HD785-7;DT5736;J31213;SAA12V140E-3;KOMATSU;515562
462;DT;KOMATSU;HD785-7;DT5742;J31219;SAA12V140E-3;KOMATSU;515730
463;DT;KOMATSU;HD785-7;DT5743;J31220;SAA12V140E-3;KOMATSU;515734
464;DT;KOMATSU;HD785-7;DT5763;J31250;SAA12V140E-3;KOMATSU;515862
465;DT;KOMATSU;HD785-7;DT5783;34836;SAA12V140E-3;KOMATSU;516062
466;WT;KOMATSU;HD785-7;DT3145;7005;SAA12V140E-3;KOMATSU;EN503018
467;WT;KOMATSU;HD785-7;DT3148;7007;SAA12V140E-3;KOMATSU;EN501583
468;WT;KOMATSU;HD785-7;DT3152;7016;SAA12V140E-3;KOMATSU;ZE-502674
469;WT;KOMATSU;HD785-7;DT3184;7058;SAA12V140E-3;KOMATSU;EN506978
470;WT;KOMATSU;HD785-7;DT3186;7060;SAA12V140E-3;KOMATSU;CX006303
471;WT;KOMATSU;HD785-7;DT3352;J20106;SAA12V140E-3;KOMATSU;VA-500333
472;WT;KOMATSU;HD785-7;DT3489;7878;SAA12V140E-3;KOMATSU;EN501946
473;WT;KOMATSU;HD785-7;DT3503;7903;SAA12V140E-3;KOMATSU;EN501931
474;WT;KOMATSU;HD785-7;DT3518;7936;SAA12V140E-3;KOMATSU;EN50270
475;WT;KOMATSU;HD785-7;DT5512;J31004;SAA12V140E-3;KOMATSU;515135
476;WT;KOMATSU;HD785-7;DT3192;7074;SAA12V140E-3;KOMATSU;501159
477;WT;KOMATSU;HD785-7;DT3502;7902;SAA12V140E-3;KOMATSU;0
478;WT;KOMATSU;HD785-7;DT4378;30197;SAA12V140E-3;KOMATSU;CL506987
479;WATER TRUCK;SCANIA;P360CB6x6HZ;TW212;9248729;;;0
480;WATER TRUCK;SCANIA;P360CB6X6;TW209;5509394;DC13 108 W01;SCANIA;7083925
481;WATER TRUCK;SCANIA;P360CB6X6;TW202;5482080;DC13 108 W01;SCANIA;7036708
482;WATER TRUCK;VOLVO;FMX440;TW224;6182230;D13A440SEC01;VOLVO;D13*2222300*A9*A
483;FUEL TRUCK;VOLVO;FM9;TF100;669442;D9B 380;VOLVO;162037
484;FUEL TRUCK;VOLVO;FM9;TF107;672016;D9B 380;VOLVO;163506
485;FUEL TRUCK;SCANIA;P380CB6X6EHZ;TF108;3628938;DCS1217/380 hp;SCANIA;8110161
486;FUEL TRUCK;SCANIA;P380CB6X6EHZ;TF110;3628994;DCS1217/380 hp;SCANIA;8108583
487;FUEL TRUCK;SCANIA;P380CB6X6EHZ;TF115;2043998;DCS1217/380 hp;SCANIA;6407018
488;FUEL TRUCK;VOLVO;FM9;TF123;692034;D9B 380;VOLVO;0
489;FUEL TRUCK;VOLVO;FM9;TF126;692227;D9B 380;VOLVO;174681
490;FUEL TRUCK;VOLVO;FM9;TF127;692230;D9B 380;VOLVO;174717
491;FUEL TRUCK;SCANIA;P380CB6X6EHZ;TF165;5313549;DSC13103W01;SCANIA;6753089
492;FUEL TRUCK;SCANIA;P360CB6X6;TF217;5503704;DC13108W01;SCANIA;7073318
493;FUEL TRUCK;VOLVO;FMX440;TF239;YV2XSO2E3NA307641;D132201842A9A;VOLVO;22637723
494;FUEL TRUCK;VOLVO;FMX440;TF252;YV2XS02E6PA312397;D13A440SEC01;VOLVO;D13*2221749*A9*A
495;FUEL TRUCK;VOLVO;FMX440;TF254;YV2XS02E2PA312722;D13A440SEC01;VOLVO;D13*2223053*A9*A
496;FUEL TRUCK;VOLVO;FMX440;TF255;6189792;D13A440SEC01;VOLVO;D132231020*A9*A
497;FUEL TRUCK;VOLVO;FMX440;TF258;6187016;D13A440SEC01;VOLVO;D132227652*A9*A
498;LIFTING;JCB;JCB5AF-540-170;CB068;JCB5AFKGCJ2729526;SB320/40232U2126418;;40232U2126418
499;LIFTING;JCB;JCB5AF-540-170;CB082;JCB5AFKGCP3241610;;;0
500;LIFTING;JCB;JCB5AF-540-170;CB090;JCB5AFKGEP3241453;;;0
501;LIFTING;JCB;JCB5AF-540-170;CB093;JCB5AFKGLP3241806;;;0
502;LIFTING;TADANO;TR500EX;CN010;545249;6D22;MITSUBISHI;264020
503;LIFTING;TADANO;ATF110-5;CN045;2035360;OM502LA-E3A/4;MERCEDES BENZ;729161
504;LIFTING;SCANIA;P124CB6X6HZ;CT053;3589479;DSC1202;SCANIA;8070436
505;LIFTING;VOLVO;FM9;CT071;670782;D9B 380;VOLVO;162793
506;LIFTING;VOLVO;FM9;CT074;671939;D9B 380;VOLVO;0
507;LIFTING;SCANIA;P380CB6X6EHZ;CT075;2044429;DSC1217 L02;SCANIA;6408881
508;LIFTING;SCANIA;P380CB6X6EHZ;CT076;3629031;DSC1217 L02;SCANIA;8110254
509;LIFTING;NISSAN;TZA520PPN;CT093;JNBTZA520P-02464;RP801TZN;NISSAN;27658
510;LIFTING;SCANIA;P380CB6X6;CT095;5237107;;;0
511;LIFTING;VOLVO;FMX370;CT119;734139;D11A370-EC01;VOLVO;20865631
512;LIFTING;SCANIA;P410XT;CT159;YS2P6X600N2195283;;;0
513;LIFTING;VOLVO;FMX440;CT161;YV2XS02E8PA320033;;;0
514;SERVICE TRUCK;SCANIA;P124CB4X4HZ;ST008;3588481;DSC1202;SCANIA;8069411
515;SERVICE TRUCK;SCANIA;P124CB4X4HZ;ST011;2042482;DSC1108L02;SCANIA;6400011
516;SERVICE TRUCK;SCANIA;P124CB4X4HZ;ST010;2028321;;;0
517;LIFTING;KOMATSU;FD30C-17;FL040;300399;;;0
518;LIFTING;KOMATSU;FD30C-17;FL063;319725;4D94LE-1;KOMATSU;58323
519;LIFTING;KOMATSU;FD50-6;FL016;DU40082;;;0
520;LIFTING;KOMATSU;FD30C;FL110;104138;;;0
521;LUBE TRUCK;VOLVO;FM9;LO035;631975;D9B 380;VOLVO;D9139480-BIL
522;LUBE TRUCK;SCANIA;P380CB6X6EHZ;LO047;3628872;DC1217 L02;SCANIA;8119095
523;LUBE TRUCK;SCANIA;P380CB6X6EHZ;LO048;3629625;DC1217 L02;SCANIA;8110867
524;LUBE TRUCK;VOLVO;FM9;LO053;6722033;D9B 380;VOLVO;163518
525;LUBE TRUCK;SCANIA;P380CB6X6;LO060;2052162;DC1217 L02;SCANIA;6612338
526;LUBE TRUCK;SCANIA;P380CB6X6;LO062;2052485;DC1217 L02;SCANIA;6613509
527;LUBE TRUCK;SCANIA;P380CB6X6;LO075;2061810;DC1217 L02;SCANIA;6655668
528;LUBE TRUCK;SCANIA;P380CB6X6;LO084;2065758;DC1217 L02;SCANIA;0
529;LUBE TRUCK;SCANIA;P380CB6X6;LO093;2073289;DC1217 L02;SCANIA;6705793
530;LUBE TRUCK;VOLVO;FM440;LD227;666522;;;0
531;LUBE TRUCK;SCANIA;P410B 6x6 DC;LO175;YS2P6X600N2195113;;;0
532;LUBE TRUCK;SCANIA;P410B 6x6 DC;LO176;YS2P6X600P2196220;;;0
533;ANFO TRUCK;VOLVO;FM9;AM022;A646649;D9B 380;VOLVO;150558
534;ANFO TRUCK;VOLVO;FM9;AM027;A670799;D9B 380;VOLVO;162782
535;ANFO TRUCK;NISSAN;TZA520PPN;AM038;2267;RF8;NISSAN;RF027449
536;ANFO TRUCK;SCANIA;P380CB6X6EHZ;AM055;5291474;;SCANIA;6717803
537;ANFO TRUCK;SCANIA;P380CB6X6EHZ;AM080;5571002;DC13134W01;SCANIA;7201339
538;ANFO TRUCK;VOLVO;FMX440;AM083;6168229;D13A440SEC01;VOLVO;D13*2202329*A9*A
539;ANFO TRUCK;VOLVO;FMX440;AM084;6173042;;;0
540;ANFO TRUCK;VOLVO;FMX440;AM090;YV2XS02E6PA323495;D13A440SEC01;VOLVO;D13*2266846*A9*A
541;PRIME MOVER;VOLVO;FH16-2;PM575;641212;;;0
542;PRIME MOVER;SCANIA;R620;PM1612;YS2R6X400N5672171;;;0
543;PRIME MOVER;KOMATSU;HD465-7R;DT2805;15811;SAA6D170E-5;;612036
544;LOWBOY;PATRIA;LBT120T;LB039;T21213-1911111;;;0
545;LOWBOY;PATRIA;LBT120T;LB013;611112;;;0
546;LOWBOY;PATRIA;LBT70T;LB006;11-1112;;;0
547;PRIME MOVER;SCANIA;R580;PM1570;9186979;;;0
548;WATER TRUCK;VOLVO;FM9;TW123;671155;D9B 380;VOLVO;163095
549;LIFTING;MANITOU;MT1440;CB021;1256094;2166 / 2200;PERKINS;RG38455 U429888P
550;LIFTING;KOMATSU;FD50T-7;FL021;DU40128;6D102E-1;KOMATSU;26407102
551;LIFTING;KOMATSU;FD50T-8;FL035;47176;S6D102E-2;KOMATSU;26444628
552;ANFO TRUCK;NISSAN;TZA520PPN;AM040;2270;RF8;NISSAN;RF027452
553;FUEL TRUCK;NISSAN;TZA520PPN;TF138;2445;;;EN500963
554;LIFTING;NISSAN;TZA520PPN;CT085;TZA520KDN;2322;NISSAN;27512
555;LIFTING;NISSAN;TZA520PPN;CT086;TZA520KDN;2324;NISSAN;27514
556;LUBE TRUCK;HINO;HN130HD;LO108;5086333;;;0
557;PRIME MOVER;VOLVO;FH16-2;PM584;656889;;;0
558;ANFO TRUCK;NISSAN;TZA520PPN;AM033;2276;RF8;NISSAN;RF027458
559;LUBE TRUCK;VOLVO;FM9;LO037;636630;D9B 380;VOLVO;144996
560;WATER TRUCK;SCANIA;P124CB8X4;LD417;3620345;DSC1205L01;SCANIA;EN8101501
561;FUEL TRUCK;VOLVO;A40D;DT828;10462;D12CACE2;VOLVO;201728
562;WATER TRUCK;KOMATSU;HD785-5;DT3098;KMTHD008E26004863;SA12V140;KOMATSU;EN13382
563;WATER TRUCK;KOMATSU;HD785-5;DT3092;KMTHD008A26004857;SA12V140;KOMATSU;EN15460
564;WATER TRUCK;NISSAN;TZA520PPN;TW131;2288;RF8;NISSAN;27472
565;PRIME MOVER;VOLVO;FH16-1;PM500;544568;D16A520;VOLVO;0
566;WATER TRUCK;KOMATSU;HD785-5;DT686;4256;SA12V140;KOMATSU;13760
567;WATER TRUCK;SCANIA;P380CB 6X6 CHZ;TW165;5257735;DC1217L02;SCANIA;60656042
568;WATER TRUCK;KOMATSU;HD785-5;DT3141;KMTHD00L26005055;SA12V140;KOMATSU;14945-L7R7
569;LUBE TRUCK;NISSAN;TZA520YHN;LO006;1506;RF8;NISSAN;25727
570;WATER TRUCK;KOMATSU;HD785-5;DT690;4274;SA12V140;KOMATSU;14275
571;WATER TRUCK;KOMATSU;HD785-5;DT3142;KMTHD00H26005056;SA12V140;KOMATSU;FU-14714L9R9
572;WATER TRUCK;KOMATSU;HD785-5;DT685;4255;SA12V140;KOMATSU;EN15430
573;WATER TRUCK;KOMATSU;HD785-5;DT3088;KMTHD008K26004853;SA12V140;KOMATSU;EN14560
574;LUBE TRUCK;NISSAN;TZA520YHN;LO008;1526;RF8;NISSAN;25818
575;WATER TRUCK;SCANIA;;TW163;5249518;;;0
576;WATER TRUCK;KOMATSU;HD785-5;DT3090;KMTHD008C26004855;SA12V140;KOMATSU;EN13985
577;PRIME MOVER;VOLVO;FH16-1;PM517;582252;D16A520;VOLVO;8918
578;PRIME MOVER;VOLVO;FH16-1;PM513;544597;D16B520;VOLVO;C1-43627
579;PRIME MOVER;VOLVO;FH16-2;PM520;584990;D16C550;VOLVO;6155
580;STEEMING TRUCK;SCANIA;P380CB-6X6;AX016;XLEP6X60005230911;DC 1217 L02;SCANIA;6601092
581;LIFTING;MANITOU;MT1440;CB014;1230697;2166 / 2200;PERKINS;U314659N
582;WATER TRUCK;VOLVO;FM440;LD212;5257735;DC1217L02;SCANIA;60656042
583;FUEL TRUCK;SCANIA;P124GB6X6;TF092;3594330;DSC1202/360 hp;SCANIA;8075331
584;FUEL TRUCK;VOLVO;A40D;DT831;10492;D12CACE2;VOLVO;324175
585;WATER TRUCK;VOLVO;A40D;DT811;10087;D12CACE2;VOLVO;215570
586;FUEL TRUCK;NISSAN;TZA520YHN;TF073;1798;RF8;NISSAN;26891
587;LUBE TRUCK;NISSAN;TZA520YHN;LO008;1526;RF8;NISSAN;25818
588;WATER TRUCK;VOLVO;FM440;LD211;644266;;;0
589;WATER TRUCK;NISSAN;TZA520PPN;TW129;2281;RF8;NISSAN;27464
590;WATER TRUCK;VOLVO;A40D;TW095;11392;D12CACE2;VOLVO;441872
591;FUEL TRUCK;VOLVO;A40D;DT806;10082;D12CACE2;VOLVO;220206
592;LOWBOY;PATRIA;LBT70T;LB008;502701;;;0
593;PRIME MOVER;VOLVO;FH16-2;PM560;622319;D16C550;VOLVO;0
594;FUEL TRUCK;NISSAN;TZA520PPN;TF116;2207;RF8;NISSAN;27388
595;LIFTING;MANITOU;MT1637SL;CB007;1176512;1932 / 2200;PERKINS;AK81336 U269391J
596;WATER TRUCK;VOLVO;FM440;LD214;645070;;;0
597;WATER TRUCK;KOMATSU;HD785-7;DT3145;KMTHD023E26007005;SAA12V140-2;KOMATSU;EN502343
598;WATER TRUCK;KOMATSU;HD785-7;DT3148;KMTHD023T26007007;SAA12V140-2;KOMATSU;EN501583
599;WATER TRUCK;KOMATSU;HD785-7;DT3152;KMTHD023A26007016;SA12V140;KOMATSU;EN500090
600;WATER TRUCK;KOMATSU;HD785-7;DT3184;KMTHD023J26007058;SAA12V140-2;KOMATSU;EN506978
601;WATER TRUCK;KOMATSU;HD785-7;DT3186;KMTHD023K26007060;SAA12V140-2;KOMATSU;EN502673
602;WATER TRUCK;KOMATSU;HD785-7;DT3489;7878;SAA12V140-2;KOMATSU;EN501946
603;WATER TRUCK;KOMATSU;HD785-7;DT3502;7902;SAA12V140E-3;KOMATSU;EN502987
604;WATER TRUCK;KOMATSU;HD785-7;DT3503;7903;SAA12V140E-3;KOMATSU;EN501931
605;WATER TRUCK;KOMATSU;HD785-7;DT3518;7936;SAA12V140E-3;KOMATSU;EN502710
606;WATER TRUCK;KOMATSU;HD785-7;DT3956;8916;SAA12V140-2;KOMATSU;EN503492
607;WATER TRUCK;KOMATSU;HD785-7;DT3774;8334;;;0
608;WATER TRUCK;KOMATSU;HD785-7;DT3352;;;;0
609;TOWER LAMP;PDP;LS4-6000;TL109;318116 ULK819;D 1105;KUBOTA;YW 0412
610;TOWER LAMP;PDP;LS4-6000;TL122;LS4-0300007;V1305-BG2-SAE-1;KUBOTA;3E 1868
611;TOWER LAMP;PDP;LS4-6000;TL123;LS4-0300008;V1305-BG2-SAE-1;KUBOTA;3E 1866
612;TOWER LAMP;PDP;LS4-6000;TL125;LS4-03000010;V1305-BG2-SAE-1;KUBOTA;3E 1869
613;TOWER LAMP;PDP;LS4-6000;TL126;LS4-03000011;V1305-BG2-SAE-1;KUBOTA;3E 1867
614;TOWER LAMP;PDP;LS4-6000;TL127;336535 UDN819;D 1105;KUBOTA;2S 3299
615;TOWER LAMP;PDP;LS4-6000;TL129;336537 UDN819;D 1105;KUBOTA;2I 9036
616;TOWER LAMP;PDP;LS4-6000;TL130;336538 UDN819;V1305-BG2-SAE-1;KUBOTA;CE4211
617;TOWER LAMP;PDP;LS4-6000;TL131;336539 UDN819;D 1105;KUBOTA;2Y 0813
618;TOWER LAMP;PDP;LS4-6000;TL138;LS4-0300018;V1305-BG2-SAE-1;KUBOTA;8S2711
619;TOWER LAMP;PDP;LS4-6000;TL139;LS4-0300019;V1305-BG2-SAE-1;KUBOTA;3J0146
620;TOWER LAMP;PDP;LS4-6000;TL140;LS4-0300020;V1305-BG2-SAE-1;KUBOTA;3J0145
621;TOWER LAMP;PDP;LS4-6000;TL141;LS4-0300021;V1305-BG2-SAE-1;KUBOTA;3J0332
622;TOWER LAMP;PDP;LS4-6000;TL142;LS4-0300022;V1305-BG2-SAE-1;KUBOTA;BN6143
623;TOWER LAMP;PDP;LS4-6000;TL143;LS4-0300023;V1305-BG2-SAE-1;KUBOTA;3J0437
624;TOWER LAMP;PDP;LS4-6000;TL144;LS4-0300024;V1305-BG2-SAE-1;KUBOTA;3J0147
625;TOWER LAMP;PDP;LS4-6000;TL145;LS4-0300025;V1305-BG2-SAE-1;KUBOTA;AU0539
626;TOWER LAMP;PATRIA;LS4-6000;TL262;411350;V1305-BG2-SAE-1;KUBOTA;7P0856
627;TOWER LAMP;PATRIA;LS4-6000;TL263;411352;V1305-BG2-SAE-1;KUBOTA;7L4619
628;TOWER LAMP;PATRIA;LS4-6000;TL264;411353;V1305-BG2-SAE-1;KUBOTA;7L4457
629;TOWER LAMP;PATRIA;LS4-6000;TL265;411355;V1305-BG2-SAE-1;KUBOTA;7P0534
630;TOWER LAMP;PDP;LS4-6000;TL295;811127;V1305-BG2-SAE-1;KUBOTA;8J5539
631;TOWER LAMP;PDP;LS4-6000;TL300;811130;V1305-BG2-SAE-1;KUBOTA;8G6386
632;TOWER LAMP;PDP;LS4-6000;TL301;811132;V1305-BG2-SAE-1;KUBOTA;8G6388
633;TOWER LAMP;PDP;LS4-6000;TL302;811135;V1305-BG2-SAE-1;KUBOTA;8J5901
634;TOWER LAMP;PDP;LS4-6000;TL305;811139;V1305-BG2-SAE-1;KUBOTA;8L5054
635;TOWER LAMP;PDP;LS4-6000;TL306;811140;V1305-BG2-SAE-1;KUBOTA;8G5289
636;TOWER LAMP;PDP;LS4-6000;TL307;811141;V1305-BG2-SAE-1;KUBOTA;8G5290
637;TOWER LAMP;PDP;LS4-6000;TL308;811142;V1305-BG2-SAE-1;KUBOTA;8G4977
638;TOWER LAMP;PDP;LS4-6000;TL339;PA04090921111;V1305-BG2-SAE-1;KUBOTA;8E8628
639;TOWER LAMP;PDP;LS4-6000;TL340;PA04090921112;V1305-BG2-SAE-1;KUBOTA;8J4974
640;TOWER LAMP;PDP;LS4-6000;TL341;PA04090921113;V1305-BG2-SAE-1;KUBOTA;8G6658
641;TOWER LAMP;PDP;LS4-6000;TL346;PA04090921118;V1305-BG2-SAE-1;KUBOTA;8J5378
642;TOWER LAMP;PDP;LS4-6000;TL347;PA04090921119;V1305-BG2-SAE-1;KUBOTA;8G6698
643;TOWER LAMP;PDP;LS4-6000;TL365;PA04090921137;V1305-BG2-SAE-1;KUBOTA;8U2219
644;MINI TOWER;PDP;LS4-6000;TL366;PA04090921138;V1305-BG2-SAE-1;KUBOTA;8U2547
645;TOWER LAMP;PDP;LS4-6000;TL373;PA04090921145;V1305-BG2-SAE-1;KUBOTA;0
646;TOWER LAMP;PDP;LS4-6000;TL389;PA04091021134;V1305-BG2-SAE-1;KUBOTA;8Q2154
647;TOWER LAMP;PDP;LS4-6000;TL390;PA04091021135;V1305-BG2-SAE-1;KUBOTA;8Q2156
648;TOWER LAMP;PDP;LS4-6000;TL394;PA04091021139;V1305-BG2-SAE-1;KUBOTA;8L8735
649;TOWER LAMP;PDP;LS4-6000;TL410;PA04091021155;V1305-BG2-SAE-1;KUBOTA;0
650;TOWER LAMP;PDP;LS4-6000;TL411;PA04091021156;V1305-BG2-SAE-1;KUBOTA;0
651;TOWER LAMP;PDP;LS4-6000;TL412;PA04091021157;V1305-BG2-SAE-1;KUBOTA;0
652;TOWER LAMP;PDP;LS4-6000;TL413;PA04091021158;V1305-BG2-SAE-1;KUBOTA;0
653;TOWER LAMP;PDP;LS4-6000;TL429;PA04091021177;V1305-BG2-SAE-1;KUBOTA;0
654;TOWER LAMP;PDP;LS4-6000;TL441;PA01091121118;V1305-BG2-SAE-1;KUBOTA;AU1019
655;TOWER LAMP;PDP;LS4-6000;TL442;PA014091121119;V1305-BG2-SAE-1;KUBOTA;AU1021
656;TOWER LAMP;PDP;LS4-6000;TL443;PA04091121120;V1305-BG2-SAE-1;KUBOTA;AU1604
657;TOWER LAMP;PDP;LS4-6000;TL444;PA04091121120;V1305-BG2-SAE-1;KUBOTA;AU1020
658;TOWER LAMP;PDP;LS4-6000;TL445;PA04091121122;V1305-BG2-SAE-1;KUBOTA;AU1981
659;TOWER LAMP;PDP;LS4-6000;TL467;PA04091121163;V1305-BG2-SAE-1;KUBOTA;BG5138
660;TOWER LAMP;PDP;LS4-6000;TL468;PA04091121164;V1305-BG2-SAE-1;KUBOTA;BG4846
661;TOWER LAMP;PDP;LS4-6000;TL456;PA04091121139;V1305-BG2-SAE-1;KUBOTA;BA4013
662;TOWER LAMP;PDP;LS4-6000;TL458;PA04091121141;V1305-BG2-SAE-1;KUBOTA;BA1051
663;TOWER LAMP;PDP;LS4-6000;TL459;PA04091121142;V1305-BG2-SAE-1;KUBOTA;BA4012
664;TOWER LAMP;PDP;LS4-6000;TL505;PA04091211150;V1305-BG2-SAE-1;KUBOTA;BU6780
665;TOWER LAMP;PDP;LS4-6000;TL506;PA04091211151;V1305-BG2-SAE-1;KUBOTA;CE5539
666;TOWER LAMP;PDP;LS4-6000;TL507;PA04091211152;V1305-BG2-SAE-1;KUBOTA;CE1019
667;TOWER LAMP;PDP;LS4-6000;TL508;PA04091211153;V1305-BG2-SAE-1;KUBOTA;CE3978
668;TOWER LAMP;AMIDA;AL4000;TL076;9710-44304;D905E;KUBOTA;EN116267
669;TOWER LAMP;AMIDA;AL4000;TL077;9710-44302;D905E;KUBOTA;116076
670;TOWER LAMP;PDP;L8-4MH;TL152;8359;D1105BG;KUBOTA;3S2669
671;TOWER LAMP;PDP;LS4-6000;TL223;411262;V1305-BG2-SAE-1;KUBOTA;5N1871
672;TOWER LAMP;PDP;LS4-2000;TL861;"PA0436-2311132
";Z482-CHN-1;KUBOTA;4NVA088
673;TOWER LAMP;PDP;LS4-2000;TL864;PA0436-2311135;Z482-CHN-1;KUBOTA;4NJ4687
674;TOWER LAMP;PDP;LS4-2000;TL870;PA0436-2311128;Z482-CHN-1;KUBOTA;4NJ4689
675;TOWER LAMP;PDP;LS4-2000;TL872;PA0436-2311126;Z482-CHN-1;KUBOTA;4NVA094
676;TOWER LAMP;PDP;LS4-2000;TL873;PA0436-2311125;Z482-CHN-1;KUBOTA;4NVA076
677;TOWER LAMP;PDP;LS4-2000;TL874;PA0436-2311133;Z482-CHN-1;KUBOTA;4NVA084
678;TOWER LAMP;PDP;LS4-2000;TL880;"PA0436-2311115
";Z482-CHN-1;KUBOTA;4NJ4694
679;TOWER LAMP;PDP;LS4-2000;TL881;"PA0436-2311137
";Z482-CHN-1;KUBOTA;4NVA086
680;TOWER LAMP;PDP;LS4-2000;TL882;"PA0436-2311139
";Z482-CHN-1;KUBOTA;4NY4201
681;TOWER LAMP;PDP;LS4-2000;TL883;"PA0436-2311134
";Z482-CHN-1;KUBOTA;4NVA098
682;TOWER LAMP;PDP;LS4-2000;TL884;"PA0436-2311141
";Z482-CHN-1;KUBOTA;4NY4202
683;TOWER LAMP;PDP;LS4-2000;TL885;"PA0436-2311144
";Z482-CHN-1;KUBOTA;4NY4204
684;TOWER LAMP;PDP;LS4-2000;TL906;PA0436-2311173;;;0
685;TOWER LAMP;PDP;LS4-2000;TL907;PA0436-2311174;;;0
686;TOWER LAMP;PDP;LS4-2000;TL925;PA0436-2311245;;;0
687;TOWER LAMP;PDP;LS4-2000;TL926;PA0436-2311253;;;0
688;TOWER LAMP;PDP;LS4-2000;TL927;PA0436-2311252;;;0
689;TOWER LAMP;PDP;LS4-2000;TL928;PA0436-2311251;;;0
690;TOWER LAMP;PDP;LS4-2000;TL929;PA0436-2311254;;;0
691;TOWER LAMP;PDP;LS4-2000;TL939;PA0436-2311260;;;0
692;MINI TOWER;KUBOTA;LS4-6000;TL331;702580;D722;KUBOTA;8L3917
693;MINI TOWER;PDP;LS4-6000;TL543;CE3823;V1305-BG2-SAE-1;KUBOTA;CE3823
694;MINI TOWER;KUBOTA;J310;GS286;700648;D722;KUBOTA;3N1550
695;MINI TOWER;KUBOTA;KJT130;GS480;190549;V1305-BG2-SAE-1;KUBOTA;1CN9144
696;MINI TOWER;KUBOTA;KJT130;GS482;190612;V1305;KUBOTA;0
697;MINI TOWER;KUBOTA;KJT130;GS484;190708;V1305;KUBOTA;0
698;MINI TOWER;KUBOTA;J320;GS485;901288;V1305;KUBOTA;8A0297
699;MINI TOWER;PDP;J320;GS488;901561;V1305;KUBOTA;8N0139
700;MINI TOWER;PERKINS;PL30;GS1253;TG11330HS10807;;;0
701;MEGA TOWER;PDP;LS4-6000;TL544;CE2906;V1305-BG2-SAE-1;KUBOTA;CE2906
702;MEGA TOWER;KUBOTA;J320;GS417;901329;V1305;KUBOTA;8C0147
703;MEGA TOWER;KUBOTA;KJT130;GS481;190611;V1305;KUBOTA;1CN5188
704;MEGA TOWER;KUBOTA;J320;GS486;901328;V1305;KUBOTA;0
705;GENSET;KOMATSU;PL200P;GS256;1113010;S6D125-1;KOMATSU;55761
706;GENSET;KOMATSU;EGS380-6;GS572;65137;SAA6D125-P400;KOMATSU;106514
707;GENSET;PERKINS;PL135P;GS387;YD37746 U899125S;1007 - TAG2;PERKINS;081126-0-023B
708;GENSET;PERKINS;PL500P;GS393;MGBF3040 U13740S;2506A - E15TAG2;PERKINS;MGBF 3040U137405
709;GENSET;PERKINS;PL500P;GS394;MGBF3040 U13744S;2506A - E15TAG2;PERKINS;MGBF 3040U137445
710;GENSET;KOMATSU;EGS630-6;GS1052;1;;KOMATSU;60031
711;GENSET;KOMATSU;EGS630-6;GS454;65204;SAA6D140-P580;KOMATSU;38599
712;GENSET;KOMATSU;EGS380-6;GS563;65128;SAA6D140-P580;KOMATSU;106268
713;GENSET;PERKINS;PL30;GS516;U223174T;1104A-44TG1;PERKINS;DJ51279U223174T
714;GENSET;KOMATSU;EGS630-6;GS678;65331;SAA6D140-P580;KOMATSU;39787
715;GENSET;KOMATSU;EGS630-6;GS680;65333;SAA6D140-P580;KOMATSU;70139
716;GENSET;PERKINS;PL65P;GS695;R002269W;1104A-44TG1;PERKINS;RS51276R002269W
717;GENSET;PERKINS;PL30;GS746;DJ51279U382493X;1104A-44TG1;PERKINS;DJ51279U382493X
718;GENSET;KOMATSU;EGS630-6;GS981;61063;SAA6D140-P580;KOMATSU;42442
719;GENSET;KOMATSU;EGS380-6;GS1038;61027;SAA6D140-P580;KOMATSU;0
720;GENSET;PERKINS;PL65P;GS494;U489126T;;PERKINS;0
721;GENSET;PERKINS;PL65P;GS541;U495477T;;PERKINS;0
722;GENSET;PERKINS;PL15P;GS1063;R030125D/X18I384024;;PERKINS;R030125D
723;GENSET;PERKINS;PL65P;GS1179;RS51276R038822E;;PERKINS;0
724;GENSET;PERKINS;PL65P;GS1180;RS51276R038821E;;PERKINS;0
725;GENSET;KOMATSU;EGS630-6;GS1184;61545;SAA16D140;KOMATSU;44060
726;GENSET;KOMATSU;EGS630-6;GS1185;61548;SAA16D140;KOMATSU;44070
727;GENSET;KOMATSU;EGS630-6;GS1208;61563;SAA16D140;KOMATSU;44165
728;GENSET;PERKINS;PL30;GS1211;TG11330HS10689;;PERKINS;0
729;GENSET;PERKINS;PL30;GS1212;TG11330HS10690;;PERKINS;1103A-33G
730;GENSET;PERKINS;PL30;GS1250;TG11330HS10691;;PERKINS;0
731;GENSET;PERKINS;PL30;GS1251;TG11330HS10809;;PERKINS;0
